"system.index","X","Y","aadt","cntr","cveh2011_1k","cveh2011_10k","cveh2011_100k","cveh2011_12k","cveh2011_15k","cveh2011_150k","cveh2011_20k","cveh2011_200k","cveh2011_25k","cveh2011_30k","cveh2011_45k","cveh2011_5k","cveh2011_50k","cveh2011_75k","cveh2011_8k","elevation","highway_100","highway_200","highway_300","highway_400","highway_50","highway_500","imd_2012_100","imd_2012_1k","imd_2012_10k","imd_2012_1200","imd_2012_1500","imd_2012_1800","imd_2012_200","imd_2012_2k","imd_2012_2500","imd_2012_300","imd_2012_3500","imd_2012_400","imd_2012_4k","imd_2012_500","imd_2012_5k","imd_2012_600","imd_2012_6k","imd_2012_700","imd_2012_7k","imd_2012_800","imd_2012_8k","lane_10_primary","lane_10_residential","lane_10_unclassified","lane_20_highway","maxv_10_primary","maxv_10_residential","maxv_10_unclassified","maxv_20_highway","method","pcar2011_1k","pcar2011_10k","pcar2011_100k","pcar2011_12k","pcar2011_15k","pcar2011_150k","pcar2011_20k","pcar2011_200k","pcar2011_25k","pcar2011_30k","pcar2011_45k","pcar2011_5k","pcar2011_50k","pcar2011_75k","pcar2011_8k","pop2011","pop2011_1k","pop2011_10k","pop2011_100k","pop2011_12k","pop2011_15k","pop2011_150k","pop2011_20k","pop2011_200k","pop2011_25k","pop2011_30k","pop2011_45k","pop2011_5k","pop2011_50k","pop2011_75k","pop2011_8k","primary_100","primary_200","primary_300","primary_400","primary_50","primary_500","res_2012_100","res_2012_1k","res_2012_10k","res_2012_1200","res_2012_1500","res_2012_1800","res_2012_200","res_2012_2k","res_2012_2500","res_2012_300","res_2012_3500","res_2012_400","res_2012_4k","res_2012_500","res_2012_5k","res_2012_600","res_2012_6k","res_2012_700","res_2012_7k","res_2012_800","res_2012_8k","slope","unclassified_100","unclassified_200","unclassified_300","unclassified_400","unclassified_50","unclassified_500","year",".geo","lane_10_localA","maxv_10_localA","localA_50","localA_100","localA_200","localA_300","localA_400","localA_500","residential_50","residential_100","residential_200","residential_300","residential_400","residential_500","road_tag","area_type"
"00000000000000000c3a_0",3550282.5,3353262.5,2034,"UK",430,9035,940775,10530,18283,1846088,43781,3017998,81873,126367,326625,1845,391468,626749,6251,126,0,0,445.1731,1143.2275,0,1674.8934,1,45,1975,65,116,149,3,169,199,7,223,11,250,15,360,19,599,22,949,27,1342,0,0,0,0,0,0,0,0,"Manual count",3171,66618,6936465,77640,134804,13611457,322807,22252109,603663,931721,2408250,13607,2886348,4621106,46094,2039,6420,134856,14041429,157167,272884,27553558,653456,45044757,1221991,1886075,4875001,27545,5842811,9354466,93309,0,0,0,0,0,0,5,121,3397,176,283,356,11,388,427,23,454,35,507,50,790,60,1221,69,1855,83,2597,3.489796,0,0,0,0,0,25,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.4657996504047153,52.73954653574409]}",2,48,81.40204,192.12231,571.9525,877.62665,1296.9711,1596.665,0,298.78122,1401.655,2468.5625,3796.52,5285.219,"localA","urban"
"000000000000000007bd_0",3679897.5,2547882.5,1387,"FR",9,417,120759,728,1023,326671,1804,645759,3212,4901,32482,216,39365,77098,315,526,0,0,0,0,0,0,0,0,71,0,2,6,0,13,24,0,31,0,31,0,36,0,42,0,46,0,50,2,0,0,0,50,0,0,0,"Automatic counter",47,2016,583268,3518,4943,1577822,8714,3119020,15516,23675,156888,1043,190137,372384,1521,4,99,4174,1207595,7285,10234,3266714,18042,6457600,32125,49017,324821,2161,393660,770983,3151,208.03273,405.35715,593.4929,818.1908,104.011055,1033.6484,0,8,286,12,31,69,0,97,149,0,181,0,181,0,181,0,200,2,227,4,243,12.170363,0,0,0,10,0,135,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.756834136172504,45.72382580750621]}",0,0,111.73392,157.00285,261.21994,366.0006,476.583,643.7618,0,0,0,0,0,76.21401,"primary","rural"
"00000000000000000121_0",4113052.5,3093972.5,85662,"DE",79,31243,665988,38921,51619,1230600,73182,2296354,93093,114361,201143,8179,223901,477570,19979,50,384.93658,769.87994,1180.5056,1591.2523,211.53772,2001.946,0,59,8883,88,171,277,0,358,620,2,1272,4,1603,8,2352,14,3419,23,4651,34,5989,0,0,0,3,0,0,0,109,"Automatic counter",1112,439060,8690638,546951,725395,14448461,1028408,24177214,1308207,1607074,2826590,114936,3146409,6650159,280757,32,2084,822210,16334200,1024254,1358418,27459580,1925859,46450794,2449826,3009503,5293240,215237,5892152,12438841,525764,0,0,0,0,0,291.15997,0,55,11915,89,144,240,0,348,667,0,1522,0,2077,1,3245,4,4659,13,6431,24,8045,1.0342904,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.041953547703753,50.91932658046886]}",0,0,0,0,458.89584,797.2972,1095.2742,1482.3568,0,103.268684,352.7163,452.3405,682.812,893.259,"highway","urban"
"00000000000000000632_0",3625027.5,2304817.5,40358,"FR",264,21365,243412,34642,64486,414506,87514,705218,99207,107655,127291,3410,135620,191800,10846,157,675.57904,1284.3855,1724.7242,2123.3933,301.93155,2458.428,2,58,4555,72,111,164,6,196,245,13,489,18,630,25,1076,32,1596,38,2354,44,3055,0,0,0,2,0,0,0,92,"Automatic counter",1279,103195,1175066,167324,311470,1995798,422696,3343574,479173,519975,614819,16471,655047,926395,52389,642,2649,213656,2434420,346427,644867,4213773,875148,7014059,992077,1076553,1272918,34102,1356206,1918003,108467,0,0,0,0,0,131.00865,5,129,8657,161,260,401,13,477,623,28,1072,43,1372,57,2174,69,2932,80,3982,94,5670,0.6407263,0,30,110,205,0,270,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.396642880473894,43.49239154971085]}",0,0,0,0,141.50882,684.60833,1297.39038,2798.9211,0,64.79058,735.2742,1613.3813,2730.6714,3829.6626,"highway","urban"
"00000000000000000b68_0",3602877.5,3250827.5,119469,"UK",1608,19946,1343980,22381,29932,2157265,51942,2659944,88888,122163,339723,14220,482667,1023465,18649,131,368.09534,792.3274,1167.0238,1595.1841,182.91489,2001.5817,0,120,2759,171,274,375,2,462,690,7,1196,14,1445,25,1825,35,2093,48,2385,66,2583,0,0,0,3,0,0,0,112,"Dependent on a neighbouring counted link",11859,147070,9909348,165021,220695,15905808,382976,19554496,655390,900729,2504826,104851,3558772,7546147,137508,4353,24007,297714,20059409,334051,446752,32197992,775256,39589048,1326701,1823340,5070500,212251,7203992,15275602,278358,0,0,0,0,0,0,3,264,5000,366,550,742,8,877,1224,21,1948,37,2437,63,3267,89,3767,117,4267,158,4612,2.068837,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.4752689238790075,51.90205924684995]}",0,0,0,0,0,25.261303,544.4361,911.4591,49.591415,205.8021,772.3028,2210.7305,4430.2583,7522.703,"highway","urban"
"00000000000000002883_0",3560957.5,3467622.5,797,"UK",581,52770,968961,69136,92838,1511497,121040,1793628,151030,169751,287883,12815,338861,587726,33646,64,0,0,68.2028,1108.0244,0,1721.8711,2,133,9077,184,285,389,6,466,728,11,1472,18,1990,35,2889,49,3973,64,5023,85,6157,0,1,0,0,0,0,0,0,"Manual count",4285,389085,7144285,509754,684507,11144473,892450,13224667,1113567,1251603,2122604,94489,2498474,4333383,248076,3878,8675,787622,14462116,1031891,1385643,22559663,1806580,26831735,2254185,2533610,4296770,191275,5057640,8772031,502180,0,55.02156,591.5156,683.6355,0,836.1467,5,151,14835,198,296,397,13,501,850,28,1832,41,2467,58,3508,69,5069,79,6909,100,9224,2.4364624,0,0,5,55,0,300,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.5815907564522662,53.76738652498322]}",0,0,0,0,0,0,0,228.64075,146.27054,486.70493,1665.526,2800.3164,3875.803,5656.503,"residential","urban"
"000000000000000000d1_0",4378437.5,3466272.5,18514,"DE",162,1104,159358,1286,1578,340990,2367,650985,3765,5180,12827,451,23540,60387,606,1,376.8199,795.38794,1190.9658,1717.6067,197.5322,2601.562,0,55,795,86,129,182,1,217,263,3,302,7,314,10,359,15,413,21,454,30,508,0,0,0,2,0,0,0,100,"Automatic counter",2280,15522,2042873,18072,22179,3870789,33266,6221509,52917,72799,180255,6346,330414,788340,8517,229,4271,29069,3888487,33844,41534,7541510,62297,12589995,99096,136328,337557,11884,618880,1495573,15950,0,0,0,0,0,0,0,118,992,167,240,330,0,355,378,3,378,12,384,22,431,35,444,50,472,71,526,1.0346148,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.88205609414927,54.29982212173645]}",0,0,0,0,0,75.73153,524.1238,885.018,0,0,194.34361,502.3171,934.0598,1556.832,"highway","urban"
"00000000000000000ef2_0",3635652.5,3211357.5,409,"UK",1766,94021,1324854,134543,203598,1720567,319715,2392661,444810,546020,772397,23250,836325,1073767,66554,35,0,0,0,0,0,0,2,139,9688,183,269,364,6,454,678,15,1203,24,1561,39,2195,54,3275,71,4821,94,6431,0,1,0,0,0,0,0,0,"Manual count",13026,693230,9768326,992009,1501159,12626263,2357302,17385476,3279647,4025886,5694987,171430,6166336,7917032,490718,7319,26370,1403301,19773941,2008116,3038785,25564466,4771868,35215734,6638962,8149567,11528314,347025,12482463,16026381,993358,0,0,0,0,0,0,5,282,14984,359,532,715,13,876,1304,29,2332,49,2987,81,4325,112,6369,145,9084,189,11454,1.0345355,0,0,20,50,0,185,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.07509191078309044,51.592407935894734]}",0,0,0,0,257.58032,791.2862,1195.9299,1519.7725,106.674774,391.34613,1565.8689,2882.2817,5743.7017,9161.79,"residential","urban"
"00000000000000000f92_0",3559767.5,3408222.5,5728,"UK",962,13528,1203605,18100,34186,1615651,62322,2138884,90364,110140,232631,5912,288305,719750,9589,105,0,0,0,0,0,0,1,108,2370,147,241,323,2,388,570,8,832,14,983,23,1186,33,1340,46,1562,65,1814,0,0,0,0,0,0,0,0,"Manual count",7093,99746,8874344,133456,252062,11912412,459510,15770282,666271,812083,1715220,43596,2125716,5306818,70706,2920,14360,201916,17964261,270155,510248,24114196,930184,31923648,1348728,1643894,3472106,88253,4303070,10742548,143131,0,0,0,0,0,0,5,272,5084,360,567,796,13,957,1314,29,1790,49,2062,79,2510,109,2869,141,3379,179,3903,1.8386836,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.4558882845256056,53.239725056815075]}",2,48,101.47949,203.00322,379.6463,581.75854,1079.4424,1685.9521,0,114.838455,661.7529,2067.3945,4569.7646,6889.294,"localA","urban"
"00000000000000002123_0",3712292.5,3224472.5,12358,"UK",1474,6345,763774,6679,7489,1442633,15060,2136625,23130,33980,75639,3955,104328,254398,5039,16,294.4016,841.06885,1245.0947,1589.9905,106.808,1799.5071,2,143,1003,197,281,338,7,372,452,14,568,24,588,41,636,57,662,72,705,92,796,0,0,0,2,0,0,0,48,"Manual count",10868,46786,5631415,49247,55217,10442372,111043,14938931,170546,250540,557697,29161,769228,1875714,37153,5077,22000,94709,11399626,99691,111777,21158794,224785,30282011,345235,507166,1128942,59032,1557143,3796993,75209,0,0,0,0,0,0,5,317,2443,435,631,780,13,869,1067,29,1337,49,1390,81,1487,113,1530,149,1648,197,1918,0.6417828,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.151435225198136,51.797600285668864]}",0,0,0,73.1929,257.422,817.85754,1423.44316,1996.07578,51.398262,266.2387,1239.5736,2898.8362,4594.039,7955.0986,"highway","urban"
